id_idioma_1;id_idioma_2;ds_frase_idioma_1;ds_frase_idioma_2;ds_frase_idioma_2_observacao;nm_arquivo_imagem;nm_arquivo_som
1;2;Honrei-o muit°ssimo.;Aåmomba'etÇ-tekatunh?.;Citaá∆o: VLB, I, 113;;
1;2;Agora mesmo suas almas quero matar.;Ko'yr Ç... i 'anga aåuk†-pot†.;Citaá∆o: Anch., Teatro, 144;;
1;2;Ele Ç medianamente grande.;Turusu'?.;Citaá∆o: VLB, II, 34;;
1;2;Recusando uma crianáa (que iria nascer).;...Pitanga kuakupa...;Citaá∆o: Ar., Cat., 66v;;
1;2;Deleitando-se com as escravas ruins, n∆o quiseram vir aqui.;TapuåpÇ-poxy mborypa, tupotare'ymi ikÇ...;Citaá∆o: Anch., Teatro, 14;;
1;2;Multiplicou-nos neste mundo, primeiro.;...◊andÇ moåeapyk†ñ ik¢ 'ara pupÇ ranh?.;Citaá∆o: Ar., Cat., 166v;;
1;2;Vem, coisa fedorenta!;Eåori, mba'enem!;Citaá∆o: Anch., Teatro, 44;;
1;2;Eu tenho l†grimas gotejantes.;Xe resa'y-tykyr.;Citaá∆o: VLB, II, 17;;
1;2;Ah, que bom seria minha morte ao me batizar o padre, antes de eu pecar.;Mar∆åasñaramo tem‰ abarÇ xe 'apiram‰neme xe angaåpab'e'ymebÇ xe re'‰ m∆!...;Citaá∆o: Ar., Cat., 1686, 249;;
1;2;Na verdade, tràs vezes negar†s ser meu disc°pulo antes de o galo cantar duas vezes.;Mosapy ip¢ xe boå†ramo nde rek¢ ereåkuakub mok‰å gñyr† sapukaå'e'ymebÇne...;Citaá∆o: Ar., Cat., 57;;
1;2;Eis que estorvas muito tua vida, dificultando-a.;EreåmoarñabetÇ ∆ nde rek¢, i moaba°pa.;Citaá∆o: Anch., Doutr. Crist∆, II, 94;;
1;2;margem de rio, beira do mar;y-embe'yba;Citaá∆o: VLB, II, 60;;
1;2;Sob as m∆os do diabo est†.;...Anhanga p¢ gñyrybo nh? sek¢ñ...;Citaá∆o: Ar., Cat., 31v;;
1;2;Barqueei as pessoas.;Aporero'yasab.;Citaá∆o: VLB, I, 52;;
1;2;ê muito belo seu proceder.;I por∆ngatu sek¢.;Citaá∆o: Anch., Teatro, 136;;
1;2;Minha pele tem titinga.;Xe t?-titing. - Meu nariz tem titinga. Xe py-titing. - Meus pÇs tàm titinga. Xe pi-titing.;Citaá∆o: VLB, II, 29;;
1;2;Portanto, prendo-te!;Ir‰, oropokosub!;Citaá∆o: Anch., Teatro, 48;;
1;2;Ainda bem que o faz correr consigo!;Iåamuru senonhana!;Citaá∆o: Anch., Teatro, 166, 2006;;
1;2;Toma um s¢ trago.;E'u oåepÇ åuru nhote.;Citaá∆o: VLB, II, 121;;
1;2;Que se arranquem de mim meus olhos concupiscentes.;...T'oåe'ok ixÇ su° xe res†-poropotara...;Citaá∆o: Anch., Poemas, 146;;
1;2;Morrendo na cruz.;...Ybyr† pupÇ oman‰mo...;Citaá∆o: Anch., Poemas, 90;;
1;2;Na verdade, tràs vezes negar†s ser meu disc°pulo antes de o galo cantar duas vezes.;Mosapy ip¢ xe boå†ramo nde rek¢ ereåkuakub mok‰å gñyr† sapukaå'e'ymebÇne...;Citaá∆o: Ar., Cat., 57-57v;;
1;2;Ah, muito bem!;Er?, añåÇ!;Citaá∆o: Anch., Teatro, 143, 2006;;
1;2;N∆o mais amarei o diabo.;N'asañsu benh?å xñÇ Anhangane...;Citaá∆o: Ar., Cat., 86;;
1;2;Quer muito a sua futura santificaá∆o.;Oåpot†-katu o nhemongaraibagñama...;Citaá∆o: Ar., Cat., 80v;;
1;2;Fazem aplacar a Deus a si mesmos para eliminar a d°vida dos pecados de diversos anos.;...Tup∆ oåmonhyr‰ o åoupÇ set† nh? seåxutat† tekoangaåpaba repy-mondyk†pe...;Citaá∆o: Ar., Cat., 142v;;
1;2;Ele est† azedo demais (lit., azedo de doer).;Saåasy.;Citaá∆o: VLB, I, 143;;
1;2;a multid∆o de companheiros do provincial;Pa'igñasu ir?ndyba...;Citaá∆o: Anch., Poemas, 114;;
1;2;N∆o! Estou bàbado...;Aanum?ne! Asabeyp¢...;Citaá∆o: Anch., Teatro, 46;;
1;2;Acreditando no filho dela.;...I membyra rerobå†.;Citaá∆o: Anch., Teatro, 136;;
1;2;A crenáa em Deus est† somente em suas bocas.;I åurupe nh‰ Tup∆ rerobåara ruå.;Citaá∆o: Anch., Teatro, 30;;
1;2;Seu corpo somente ver∆o.;...SetÇ anh‰ osepåakyne.;Citaá∆o: Ar., Cat., 46v;;
1;2;No caso de o desejares muito mesmo, que se faáa (tua vontade).;Nde i potas†bo-katu Ç, t'onhemonhang...;Citaá∆o: Ar., Cat., 53;;
1;2;Mas que Ç que procurais nesta minha terra?;Mba'e-tepe pesek† k¢ xe retama pupÇ?;Citaá∆o: Anch., Teatro, 28;;
1;2;Eia, vai!;-Ene'? es¢bo!;Citaá∆o: Anch., Arte, 56v;;
1;2;Toma-nos a dianteira sempre o diabo, ameaáando-nos.;◊andÇ rokes? mem? Anhanga, åandÇ momboåa.;Citaá∆o: Anch., Poemas, 186;;
1;2;Minha lei Ç muito bela.;Xe rek¢ i porangetÇ.;Citaá∆o: Anch., Teatro, 6;;
1;2;os que querem casar-se;...omend†-potaryba'e...;Citaá∆o: Ar., Cat., 132;;
1;2;estragando as almas dos °ndios.;...ab† 'anga momox?abo.;Citaá∆o: Anch., Teatro, 44;;
1;2;Era eu.;IxÇ rak¢.;Citaá∆o: VLB, I, 121;;
1;2;pÇ de algod∆o, algodoeiro;amynyåu-'yba;Citaá∆o: VLB, I, 31;;
1;2;...n∆o querendo espaáar longamente a falta de sua confiss∆o;...o nhemombe'ue'yma mopa'?-muku potare'yma...;Citaá∆o: Ar., Cat., 76v;;
1;2;N∆o porque eu fui veio ele.;Na ixÇ s¢reme ru∆ turi.;Citaá∆o: Anch., Arte, 47v;;
1;2;Quem Çs tu?;Ab†pe nde?;Citaá∆o: Anch., Teatro, 44;;
1;2;muitas coisas mi£das;mir?-mir?;Citaá∆o: VLB, II, 39;;
1;2;Ensina falsamente as pessoas a pronunciar a palavra de Deus.;Oporombo'e-a'u Tup∆ nhe'enga ra'anga.;Citaá∆o: Anch., Teatro, 126;;
1;2;Quem desobedece Öquele?;Ab†pe aåpoba'e oåmomaran?;Citaá∆o: Ar., Cat., 67;;
1;2;Eu sou de voz alta, eu levanto a voz.;Xe nhe'engapñan.;Citaá∆o: VLB, I, 133;;
1;2;Eu sou um assassino, causa de se ter medo dos pecados.;Morapitåara ixÇ, angaåpaba sykyåÇba...;Citaá∆o: Anch., Teatro, 90;;
1;2;"""Lembrai-vos da morte"", dever∆o dizer suas palavras.";"""Penhemoma'endu† te'‰ resÇ"", e'i temone i nhe'enga.";Citaá∆o: Ar., Cat., 156v;;
1;2;Eu estou muito quebrantado.;Xe pitubarusu.;Citaá∆o: VLB, II, 92;;
1;2;Descarreguei as coisas da canoa.;Anosem mba'e ygara su°.;Citaá∆o: VLB, I, 97;;
1;2;Enfim, o que n∆o Ç pranteado ressente-se de n∆o o honrarem.;AñåÇ sapir‰mbyre'yma o moetee'yma oåmoasy...;Citaá∆o: Ar., Cat., 85v;;
1;2;Eu sou muito perebento.;Xe perÇ-pereb.;Citaá∆o: VLB, I, 60;;
1;2;Mas sempre, com certeza, a vossas almas querem bem, aformoseando-as.;Mem?-te nip¢ pe 'anga amot†, ...i moays¢bo...;Citaá∆o: Anch., Teatro, 54;;
1;2;Fiz uma cerca de moir‰es.;Aybyr†-monhang.;Citaá∆o: VLB, I, 142;;
1;2;Amarrei-lhe a cabeáa (isto Ç, fiz-lhe tranáas no cabelo, com fita).;Aåak∆-mbñar.;Citaá∆o: VLB, I, 113;;
1;2;A morte, na verdade, Ç a ameaáa dos que se casam verdadeiramente.;Te'‰ a'e mendasaretÇ momboåsabamo.;Citaá∆o: Ar., Cat., 94v;;
1;2;Para c† vem, trazendo farpas junto com o arco.;KÇ turi, arupare'aka åurupara ndi seru.;Citaá∆o: Anch., Teatro, 132;;
1;2;Eu tenho o rosto muito curubento.;Xe rob†-kuru-kurub.;Citaá∆o: VLB, I, 126;;
1;2;E n∆o confessando ser parente, de fato, de seu marido ou de sua esposa, que acontece?;A'epe o mena koåp¢ o emirek¢ m?etÇramo sek¢ mombe'ue'yma, mar∆?;Citaá∆o: Ar., Cat., 71v;;
1;2;lugar onde estar† teu filho;...nde membyra rendañama;Citaá∆o: Anch., Poemas, 134;;
1;2;Oxal† ele n∆o tivesse coisas boas!;N'i mba'e-katuå xñÇ-temo ah? m∆!...;Citaá∆o: Ar., Cat., 73;;
1;2;Por isso mesmo o maldito ataca os homens, fazendo piorar muito a maldade das pessoas.;Nd'e'i te'e moxy ...ab† ropenhana, ...ab† angaåpaba moåerekoaibetÇbo...;Citaá∆o: Ar., Cat., 89;;
1;2;Mostrando-lhe uma certa †rvore que estava no meio do seu jardim.;...Am‰ 'yba gñemityma pyterype o'amba'e kuabe'enga.;Citaá∆o: Ar., Cat., 40;;
1;2;S∆o Pedro, com seus companheiros, tomou como ap¢stolo a S∆o Matias, ap¢s subir Deus-Filho ao cÇu.;...S∆o Matias, ybakype Tup∆ Ta'yra åeupir'irÇ, S. Pedro o ir?-et† resebÇ... tari ap¢stoloramo.;Citaá∆o: Ar., Cat., 121;;
1;2;Mulheres, alÇm de velhos, meninos e atÇ meninas.;Kunh∆, marandÇ tunhaba'e, kunum?, kunhata? tiru∆.;Citaá∆o: Anch., Doutr. Crist∆, I, 207;;
1;2;AtÇ mesmo seus ossinhos cultua.;...I kangñer? tiru∆ momba'etÇñ...;Citaá∆o: Ar., Cat., 12v;;
1;2;no fundo da †gua;y pype;Citaá∆o: VLB, I, 110;;
1;2;Dou-lhe os filhos de Pedro.;Aåta'y-me'eng Pedro.;Citaá∆o: Anch., Arte, 50v;;
1;2;Agora comemoramos o dia em que mandou eliminar as crianáas que completavam dois anos.;Pitanga mok‰å ro'y omoañåeba'e mombab-ukaragñera 'ara åaåmoetÇ ko'yr...;Citaá∆o: Ar., Cat., 139, 1686;;
1;2;E os rapazes que perseguem mulheres, querendo escravas?;A'epe kunum?gñasu kunh∆ oåmomosemba'e, miañsuba pot† nh?...?;Citaá∆o: Anch., Teatro, 36;;
1;2;Levanta-te, sà valente!;Epu'∆, nde pyat∆!;Citaá∆o: Anch., Teatro, 162;;
1;2;Mudo-me (para longe).;Aåeakas¢.;Citaá∆o: VLB, II, 44;;
1;2;Digo que n∆o.;Aan a'Ç ip¢ ixÇ re'a.;Citaá∆o: VLB, II, 7;;
1;2;A cobra mordeu a Pedro.;Mboåa Pedro åaåxu'u.;Citaá∆o: Anch., Arte, 36v;;
1;2;A° Ç que est†! Eu estou surpreso por tua causa.;Aåp¢ nh?! Xe putupab nh? nde ri.;Citaá∆o: LÇry, Histoire, 353;;
1;2;Eis que a° pertinho vem.;EbokñetÇ'? turi.;Citaá∆o: VLB, I, 109;;
1;2;...ainda hoje apressando-vos para encontrar a felicidade verdadeira.;...kori bÇ penhemoanh?-anh?mo tekokatuetÇ pÇ pegñasemagñama resÇ.;Citaá∆o: Ar., Cat., 169v;;
1;2;Depois de querer và-lo, em v∆o, desde muito tempo atr†s.;...Kñesenhe'ym bÇ sepå†-pot† tenh? roårÇ.;Citaá∆o: Ar., Cat., 58v;;
1;2;Engasgou-me minha comida.;Xe åase'opytym xe remi'u.;Citaá∆o: VLB, I, 116;;
1;2;Tratando-se uns aos outros como que numa fraternidade.;Oåoasykñera ri åasñaramo oåoerek¢bo.;Citaá∆o: Ar., Cat., 127v;;
1;2;Sendo igual a Deus, est† nas alturas.;Tup∆ moåoåapa, sek¢ñ ybatÇ.;Citaá∆o: Anch., Poemas, 124;;
1;2;V¢s lembrais.;Pe ma'enduar.;Citaá∆o: Anch., Arte, 20v;;
1;2;cocho de porcos;taåasu remi'uru;Citaá∆o: VLB, I, 76;;
1;2;Eis aqui tambÇm minhas garras.;...K¢ bÇ xe pñap?...;Citaá∆o: Anch., Teatro, 40;;
1;2;N∆o fique ele boquejando a meu respeito.;T'e'i tenh? um? xe ri o åuru'aramo.;Citaá∆o: VLB, II, 28-29;;
1;2;A ti suspiramos, gemendo.;Nebe oronheangerur orÇ poasemamo.;Citaá∆o: Ar., Cat., 14;;
1;2;Aquele mesmo.;Ap¢ Ç.;Citaá∆o: VLB, I, 39;;
1;2;Sua m∆e n∆o teve dor de parto, n∆o sangrou, n∆o ficou doente.;I xy n'i membyrasyå, nda sugñyå, n'i mara'ari.;Citaá∆o: Anch., Poemas, 162;;
1;2;Vou para fora.;As¢ kñeåpe.;Citaá∆o: VLB, I, 141;;
1;2;Fiquei-as errando (isto Ç, as flechas atiradas.);Aåaby-åaby.;Citaá∆o: VLB, I, 38;;
1;2;Ser chamado ladr∆o Ç caracter°stica do homem mau.;Serero?mbyra ab†-mond† ap?aba°ba... rekoaba Ç.;Citaá∆o: Ar., Cat., 107v;;
1;2;Eu n∆o sou af†vel.;Na xe posykyåÇå.;Citaá∆o: VLB, I, 86;;
1;2;O que conta os pecados escondidos de alguÇm.;Ab† angaåp†-nhemima... oåmombe'uba'e.;Citaá∆o: Anch., Di†l. da FÇ, 215;;
1;2;Fazendo as pessoas beberem cauim ou dando-lhes de beber, fazendo-as embriagar-se.;Ab† mongagñabo koåp¢ se'yma, i mondabeyp¢...;Citaá∆o: Ar., Cat., 78;;
1;2;ê muito doloroso n∆o vir fulano ao meu chamado.;Sasy-etÇ ah? os¢bo. - ê doloroso ir-se fulano. Sasy-etÇ ah? oure'yma ixÇ o en‰ånd†pe.;Citaá∆o: VLB, II, 75;;
1;2;Ö vista dele;sob†bo;Citaá∆o: VLB, II, 67;;
1;2;Est† limpa, como se và, a cova da lebre.;I pe'yb? nak¢ tapiti kñara.;Citaá∆o: VLB, II, 114;;
1;2;antes de irem para l†;...a'epe o s¢ åanondÇ...;Citaá∆o: Ar., Cat., 1686, 248;;
1;2;Tenho pendàncias com ele.;Aåk¢ sesÇ.;Citaá∆o: Anch., Arte, 44;;
1;2;por aqui;k¢ rupi;Citaá∆o: VLB, II, 81;;
1;2;Tomando o diabo, o maldito fica pisando.;...Serubu r†, muru ri opur?-purung.;Citaá∆o: Anch., Poemas, 190;;
1;2;Ameacei, outrora, os tupinamb†s.;Aåmomburu akñeåme tupinamb†.;Citaá∆o: Anch., Teatro, 132;;
1;2;bola de madeira;ybyrapu'a;Citaá∆o: VLB, I, 56;;
1;2;Verdadeira morada de Deus, filha de Deus.;Tup∆ rendabetÇ, Tup∆ raåyra.;Citaá∆o: Anch., Poemas, 88;;
1;2;Vamos comigo.;T'åas¢ xe ir?namo.;Citaá∆o: Anch., Arte, 23v;;
1;2;Eu sou muito formoso.;Xe ays¢-katu.;Citaá∆o: VLB, I, 138;;
1;2;O inimigo da gente, o diabo.;...Morosumar∆, Anhanga...;Citaá∆o: Ar., Cat., 89;;
1;2;Apesar de que sejas rainha, apesar de que sejam muitos os teus servos, eu, n∆o obstante, pesco para ti.;Reåamo ereåk¢ tenh?, set† tenh? nde boå†, xe-te t'oroporak†...;Citaá∆o: Anch., Poemas, 152;;
1;2;Ap¢s acabar o mundo, far† voltar a viver (nossos cad†veres), levando-os para junto de si para sempre.;Ara pab'irÇ i moingobeåebyri o pyri seras¢bo añåeramanh?ne.;Citaá∆o: Ar., Cat., 27;;
1;2;Vamos um pouco mais ao longo da costa.;Ybyri-pyryb t'åas¢.;Citaá∆o: VLB, II, 24;;
1;2;Quem me dera eu o fizesse estar deitado comigo assim!;N∆ tem‰ ixÇ serubi m∆!;Citaá∆o: Ar., Cat., 235;;
1;2;Esta h† de ser minha companheira, com certeza.;Xe ir? ∆ re'a.;Citaá∆o: Anch., Doutr. Crist∆, I, 228;;
1;2;Tu trouxeste tua esposa?;Nde ererupe nde remirek¢?;Citaá∆o: LÇry, Histoire, 352;;
1;2;Tive filhos gàmeos.;Xe membyk‰å.;Citaá∆o: VLB, II, 66;;
1;2;Temos algum remÇdio como meio de nos curarmos?;◊arek¢pe mosanga am‰ åandÇ pñerasabamo?;Citaá∆o: Ar., Cat., 79v;;
1;2;Cortei seus nervos.;Aåpytas∆-mondok.;Citaá∆o: VLB, II, 7;;
1;2;Que Ç mais penoso aos que est∆o ali?;Mba'epe sasyetÇ a'epe tekoara supÇ?...;Citaá∆o: Ar., Cat., 47v;;
1;2;O destino final das coisas dos homens.;Ab† rek¢ mondykaba.;Citaá∆o: Ar., Cat., 20;;
1;2;H† de estar (assim como est†)?;E'i nh?pe oåk¢bone?;Citaá∆o: VLB, I, 92;;
1;2;Espevitei-o.;Asatapy?'ok.;Citaá∆o: VLB, I, 126;;
1;2;Viemos para te festejar, lanáando fora nossa maldade.;Oroåu nde momoranga, ore a°ba rerop¢.;Citaá∆o: Anch., Poesias, 582-583;;
1;2;miolos de cabeáa;a-putu'uma;Citaá∆o: VLB, II, 37;;
1;2;meu pai, o que me gerou (para n∆o haver confus∆o com outros parentes que tambÇm eram chamados tuba);xe ruba xe monhangara;Citaá∆o: Anch., Cartas, 459;;
1;2;Estando com seus cocares brilhantes que s∆o mais brancos que a geada.;...O akanet†-beraba ro'yrypy'aka sosÇ morotingyba'e rero°na.;Citaá∆o: Ar., Cat., 168v;;
1;2;Eu tenho uma caminhada ligeira, ando depressa.;Xe at†-pñan.;Citaá∆o: VLB, I, 35;;
1;2;Nem sequer uma pequena coisa, nem um s¢ pequeno ato das pessoas omitir-se-†, ent∆o.;...Mba'emir? tiru∆, ab† rekoagñer? oåenosem a'epene.;Citaá∆o: Ar., Cat., 161v;;
1;2;Ainda que me castigasse, eu falaria.;AñåebÇ-temo xe nup∆ñ anhe'eng?mo.;Citaá∆o: VLB, I, 28;;
1;2;Ralo mandioca.;Amie'?.;Citaá∆o: VLB, II, 96;;
1;2;o que sofre febre;akanunduka porarasara...;Citaá∆o: Ar., Cat., 165;;
1;2;O padre que Ç colocado como guardi∆o da gente.;AbarÇ asÇ rerekoaramo i moingopyra.;Citaá∆o: Ar., Cat., 94;;
1;2;Ele Ç bom quando o que Ç contado Ç mesmo verdade.;I marangatu supi Ç i mombe'upyra rek¢reme Ç...;Citaá∆o: Ar., Cat., 67v;;
1;2;Que bata no diabo.;...T'opñar anhanga ri...;Citaá∆o: Anch., Poemas, 88;;
1;2;Faze fugir o diabo.;Eåmonhegñasem anhanga...;Citaá∆o: Anch., Poemas, 168;;
1;2;Ao se aproximar o doente de sua agonia, que mande chamar o padre, o que p‰e o ¢leo bento.;Mba'easybora o mara'ara kakareme t'osen‰åukar abarÇ, åandykara°ba nongara...;Citaá∆o: Ar., Cat., 137v;;
1;2;o que n∆o Ç conhecido, coisa secreta;i kuabypyre'yma;Citaá∆o: VLB, II, 114;;
1;2;Varri os ciscos.;Aytypeir.;Citaá∆o: VLB, II, 141;;
1;2;quebrador de pedras, cavouqueiro;it† kasara;Citaá∆o: VLB, I, 69;;
1;2;Parti.;Aåupabok.;Citaá∆o: VLB, II, 66;;
1;2;Eis que se aproxima minha vida futura.;...Okakar k¢ xe rekoberama re'a...;Citaá∆o: Ar., Cat., 158v;;
1;2;Deus deixou de am†-los.;...Tup∆ osañsupe'a...;Citaá∆o: Anch., Teatro, 28;;
1;2;Cada vez que se lembra dela...;SesÇ o ma'enduara åabi'‰...;Citaá∆o: Ar., Cat., 71v;;
1;2;Vim do cÇu para vos ajudar sempre.;Aåur ybaka su°... åepi nh? pe pytyb‰mo.;Citaá∆o: Anch., Teatro, 50;;
1;2;Hei de contar os pecados deles.;T'aåpap†ne i angaåpaba...;Citaá∆o: Anch., Teatro, 34;;
1;2;Vais definitivamente.;Eres¢ nh? pe?å.;Citaá∆o: VLB, I, 102;;
1;2;Eu somente nesta aldeia morava.;Xe anh‰ k¢ taba pupÇ aåk¢...;Citaá∆o: Anch., Teatro, 4;;
1;2;Estou quieto.;Ain?.;Citaá∆o: VLB, II, 93;;
1;2;Lancei a Éncora;Aåtyk itasama.;Citaá∆o: VLB, I, 35;;
1;2;Para esse belo procedimento, a gente a mantÇm em seu pr¢prio quarto (isto Ç, a †gua benta), a° dependurando o recipiente em que a bebe.;Aåp¢ tekoporanga resÇ asÇ serek¢ñ o kotype, a'epe i moåasek¢bo i gñaburu...;Citaá∆o: Ar., Cat., 353;;
1;2;Estabeleci uma plantaá∆o de milho.;Atup†-rung abati.;Citaá∆o: VLB, II, 81;;
1;2;Disse isso conhecendo o futuro esmagamento dos habitantes daquela cidade chamada JerusalÇm.;...Akñeå tabusu ◊erusalÇm 'åaba pora mombebañama kuapa nh? aåp¢ i 'Çñ.;Citaá∆o: Ar., Cat., 61v-62;;
1;2;Nossas casas est∆o estabelecidas uma junto da outra.;Xe apyri tuå. - Ele mora a meu lado. O åoapyri orÇ roka ruå.;Citaá∆o: VLB, II, 145;;
1;2;Enterro-o.;Aåatyb.;Citaá∆o: VLB, I, 76;;
1;2;Cavei a terra.;Ayby-ybykoå.;Citaá∆o: VLB, I, 69;;
1;2;Vivo na virtude.;Aåk¢ tekokatu resÇ.;Citaá∆o: Anch., Arte, 44;;
1;2;o que vai buscar †gua (Ö fonte);ypåasoara;Citaá∆o: VLB, II, 14;;
1;2;Que v† toda a minha doenáa para longe de minha alma.;...T'os¢-p† xe mara'ara kñepe xe 'anga su°.;Citaá∆o: Anch., Poemas, 168;;
1;2;a sela dele;sendaba;Citaá∆o: VLB, II, 115;;
1;2;H† de se me deparar algum, primeiro.;T'oåesub am‰ ixÇbo ranh?.;Citaá∆o: VLB, I, 94;;
1;2;Dentro daquele navio fazendo-os embarcar consigo tambÇm.;...A'e ygarusu pupÇ sero'aruk†no.;Citaá∆o: Ar., Cat., 41v;;
1;2;Por ser Nosso Senhor Jesus Cristo o que tira os pecados.;Tekoangaåpabokaramo ◊andÇ ◊ara ◊esu Cristo rek¢reme.;Citaá∆o: Ar., Cat., 52;;
1;2;Desperdiáaste as coisas de alguÇm?...;Ereåmombuk†pe ab† mba'e?;Citaá∆o: Ar., Cat., 107v;;
1;2;Estou atr†s de caáa.;So'o resÇ aåk¢.;Citaá∆o: VLB, II, 41;;
1;2;Levei todos.;Aras¢ pab.;Citaá∆o: VLB, II, 130;;
1;2;Junto †gua.;Atykñar.;Citaá∆o: VLB, I, 24;;
1;2;Que ouáam aquilo que tu dizes.;T'osendu aåp¢ nde 'Ç.;Citaá∆o: Anch., Teatro, 186, 2006;;
1;2;osso de tembet†;metara kanga;Citaá∆o: VLB, I, 147;;
1;2;Mas n∆o enfiar† a gente a m∆o em sua boca para parti-lo?;Nd'opo'?å xñÇ-tepe asÇ o åuru pupÇ i mbo'iragñama resÇne?;Citaá∆o: Anch., Doutr. Crist∆, I, 217;;
1;2;Os que n∆o acreditavam nele trabalharam em conjunto, ficando a flech†-lo.;...Serobåasare'yma potyr‰ñ iå yb‰åyb‰mo...;Citaá∆o: Ar., Cat., 3v;;
1;2;Sus, que ele v†!;Ne'? t'os¢!;Citaá∆o: Anch., Arte, 56v;;
1;2;No mesmo dia em que a comeres, cair† a morte em ti.;Ara nde i gñaba pupÇ bÇ o'a te'‰ nde resÇne...;Citaá∆o: Ar., Cat., 40;;
1;2;Acreditas na danáa do Guajupi†?;Ererobåarype... Gñaåupå† moraseåa...?;Citaá∆o: Anch., Doutr. Crist∆, II, 83;;
1;2;Eu mesmo, como se viu, j† vos disse isso.;IxÇ aÇ ∆ a'Ç umñ∆ nak¢ pe?me...;Citaá∆o: Ar., Cat., 54v;;
1;2;(o) muito maior (superlativo);tubixabetÇ;Citaá∆o: VLB, II, 28;;
1;2;N∆o s∆o sem consequàncias os teus pecados.;...Na sa'ubi nde rekopoxy...;Citaá∆o: Ar., Cat., 112;;
1;2;o que ameaáa, ameaáador;momboåtara;Citaá∆o: Anch., Teatro, 156;;
1;2;o forte, o bravo;tat∆;Citaá∆o: LÇry, Histoire, 368;;
1;2;licor de caju;akaåu 'y;Citaá∆o: VLB, II, 146;;
1;2;Fiquei-me apressando em ter saui†s.;...Anhemoanh?-anh? sañå† reru-rerupa.;Citaá∆o: Anch., Poemas, 156;;
1;2;Carpi-as.;Aåkapir.;Citaá∆o: VLB, II, 41;;
1;2;Amarrai os malditos!;...Peåpñ† muru!;Citaá∆o: Anch., Teatro, 42;;
1;2;Fazer feder esta aldeia com o desejo sensual.;...K¢ taba monema moropotara pupÇ.;Citaá∆o: Anch., Teatro, 138;;
1;2;Que n∆o vejam mais o sol!;T'osepåak-y bÇ um? kñarasy!;Citaá∆o: Anch., Teatro, 60;;
1;2;H† algum homem na condiá∆o de seu substituto?;OåkobÇpe am‰ ab† sekobåaramo?;Citaá∆o: Ar., Cat., 50v;;
1;2;Os que sofrem algo pela justiáa.;...Tekokatu resÇ mba'e porarasara...;Citaá∆o: Ar., Cat., 19;;
1;2;Os franceses trouxeram p¢lvora em v∆o.;Aåuruåuba mokaba ogñeru tenh?...;Citaá∆o: Anch., Teatro, 52;;
1;2;Contigo sempre estamos.;Nde resÇ mem? oroåk¢...;Citaá∆o: Anch., Poemas, 84;;
1;2;Eu estou benzido.;Xe kara°b.;Citaá∆o: VLB, I, 54;;
1;2;Ele Ç muito bom.;I katu-pyryb.;Citaá∆o: VLB, II, 35;;
1;2;Bebem muito todos.;...Oka'ugñasu pab?...;Citaá∆o: Anch., Teatro, 134;;
1;2;Eu babo.;Xe rendysyryk.;Citaá∆o: VLB, I, 50;;
1;2;Hei de flech†-lo!;T'aåyb‰ne!;Citaá∆o: Anch., Teatro, 32;;
1;2;o aleijado de orelhas;nambi-asyka;Citaá∆o: VLB, I, 134;;
1;2;N∆o hei de estar na maldade diante dele.;...Aåk¢ um?pe mba'epoxy resÇ sobakÇ k†...;Citaá∆o: Ar., Cat., 66;;
1;2;Fiz gaiola para eles.;Asokaåmonhang.;Citaá∆o: VLB, I, 146;;
1;2;Antes que ele agonize verdadeiramente, que v† alguÇm me chamar.;...I mara'aretÇ e'ymebÇ t'os¢ ab† xe ren‰åa.;Citaá∆o: Ar., Cat., 142v;;
1;2;Mas n∆o foste tu?;Na nde ru∆-te...?;Citaá∆o: Anch., Teatro, 176;;
1;2;Ele dar† para mim minha afliá∆o.;...A'e xe rekoteb?saba oåme'eng ixÇbene...;Citaá∆o: Ar., Cat., 25v;;
1;2;Ah, que mau Ç o pecado! Que mau que Ç fulano!;TietÇ k¢ angaåpaba maniåabo m∆! TietÇ k¢ ah? maniåabom∆!;Citaá∆o: VLB, II, 65;;
1;2;Eu sou enfermiáo.;Xe mba'easypotar.;Citaá∆o: VLB, I, 105;;
1;2;Vamos, conversemos com os que nos procuram.;Ne'? t'åamonget† åandÇ rekasara ri.;Citaá∆o: LÇry, Histoire, 9;;
1;2;N∆o ia para o cÇu outrora a alma de ninguÇm?;...Ab† 'angñera am‰ soe'ymi ybakype erimba'e?;Citaá∆o: Anch., Doutr. Crist∆, I, 163;;
1;2;Eu fui peado.;Xe pukusam.;Citaá∆o: VLB, II, 68;;
1;2;Vamos para quebrar as cabeáas dos reis.;...◊as¢ tubixaba akanga k†bo.;Citaá∆o: Anch., Teatro, 60;;
1;2;prato cìncavo, prato fundo;nha'?-pyko'?;Citaá∆o: VLB, II, 128;;
1;2;Descendo com seus choros, indo com seus gritos.;...O åase'o rerogñeåypa, ogñas?-gñasema reras¢bo.;Citaá∆o: Ar., Cat., 162v;;
1;2;Oh! Que multid∆o estes peixes s∆o! (ou Quanto peixe Ç este!);T¢ te'? k¢ pir† rek¢ñ m∆!;Citaá∆o: VLB, II, 57;;
1;2;Cocei-o.;Ase'y?.;Citaá∆o: VLB, I, 76;;
1;2;Do amor a Deus encheu suas almas.;Tup∆ rañsuba resÇ i 'anga porakari.;Citaá∆o: Ar., Cat., 45v;;
