id_idioma_1;id_idioma_2;ds_frase_idioma_1;ds_frase_idioma_2;ds_frase_idioma_2_observacao;nm_arquivo_imagem;nm_arquivo_som
1;2;Aparei as pontas deles.;Aåapyr-etab.;Citaá∆o: VLB, I, 70;;
1;2;Doravante assim procedo.;Ko'yrÇ emon∆ aåk¢.;Citaá∆o: VLB, I, 27;;
1;2;As doenáas da alma do homem com ele saram bem.;Ab† 'anga mara'ara i pupÇ opñeår†-katu...;Citaá∆o: Anch., Teatro, 38;;
1;2;ê discreta, falando aos homens.;I kunus∆å ab† supÇ onhe'enga...;Citaá∆o: Anch., Doutr. Crist∆, I, 228;;
1;2;Para se vingar de seu c∆o que cria, um homem n∆o o alimenta.;O eåmbaba åagñara... resÇ oåepyka, ab† n'oåmomba'e'uå...;Citaá∆o: Ar., Cat., 11;;
1;2;Dizem que foi.;Os¢ ra'e.;Citaá∆o: VLB, I, 104;;
1;2;Vem para espantar o diabo, para que n∆o me dane.;◊ori anhanga mondyåa, ta xe momoxy um?.;Citaá∆o: Anch., Poemas, 132;;
1;2;Como a esses, matarei os que costumam pecar, fazendo-os cair comigo em meu fogo.;Anga å†, angaåpabora aåuk†, xe rat†pe sero'ane...;Citaá∆o: Anch., Teatro, 92;;
1;2;Vou como catador de madeira.;As¢ ybyr† piaramo.;Citaá∆o: VLB, I, 69;;
1;2;Examinando a armadilha de alguÇm, tomando o seu conte£do.;Ab† mundÇ supa, i pora r†.;Citaá∆o: Ar., Cat., 72v;;
1;2;Tu te comprazes quando um homem apalpa teus seios?;Nde rorype... nde kama ab† sung†reme?;Citaá∆o: Ar., Cat., 234;;
1;2;Mostra o erro de minhas palavras.;Eåkuabe'eng xe nhe'engaipaba.;Citaá∆o: Ar., Cat., 55v;;
1;2;Afastaste teu filho e teu escravo de suas amantes?;Ereåpe'ape nde ra'yra, nde remiañsuba i agñas† su°?;Citaá∆o: Ar., Cat., 100v;;
1;2;Eu tenho cabelos muito arrepiados.;Xe 'a-tyragñasu.;Citaá∆o: VLB, I, 150;;
1;2;fora, na rua;okarype;Citaá∆o: VLB, I, 141;;
1;2;Matai-o!;Peåuk†!;Citaá∆o: Anch., Arte, 18;;
1;2;Podem deixar um do outro?;E'ikatupe o åesu° opo'i?;Citaá∆o: Ar., Cat., 94v;;
1;2;Eu retomei o bom senso.;Xe tekokuabar.;Citaá∆o: VLB, II, 133;;
1;2;Eis que era costume, ent∆o, dar nome Ös pessoas.;« tek¢ a'ereme moreroka.;Citaá∆o: Ar., Cat., 3;;
1;2;Vou com ele.;SesÇ oros¢.;Citaá∆o: Anch., Arte, 44v;;
1;2;Deixa que venha.;T'o£ne turi.;Citaá∆o: VLB, I, 92;;
1;2;TambÇm queima vivo para sempre.;...SekobÇ abÇ okaå añåeramanh?.;Citaá∆o: Ar., Cat., 79v;;
1;2;Estando doente, de verdade, n∆o a ouviste, ou sendo preguiáoso?;Nde mba'easyramo Çpe nd'eresendubi koåp¢ nde ate'ymamo nh??;Citaá∆o: Ar., Cat., 110v;;
1;2;o que tem nome Guaixar†, o chamado Guaixar†;Gñaåxar† seryba'e...;Citaá∆o: Anch., Teatro, 6;;
1;2;Que n∆o me atraia a lei antiga de meus av¢s.;Ta xe momotar um? xe ram?åa rekopñera.;Citaá∆o: Anch., Poemas, 168;;
1;2;Que se alegre esta vossa terra.;...Ta ses∆å k¢ pe retama...;Citaá∆o: Anch., Teatro, 188, 2006;;
1;2;Confesso-me a ti, senhor padre, por causa do meu pecar muitas vezes.;Anhemombe'u... ndebe, pa'i abarÇ set† nh? xe angaåpagñera resÇ...;Citaá∆o: Ar., Cat., 20, 20v;;
1;2;Amo Pedro, assim como a seu filho.;Asañsub Pedro ta'yra resebÇ.;Citaá∆o: Anch., Arte, 44v;;
1;2;tutano dos ossos;kanga putu'uma;"Citaá∆o: VLB, II, 138; D'Evreux, Viagem, 159";;
1;2;Foste para revistar as cisternas de †gua doce de alguÇm, tomando seu conte£do?;Eres¢pe ab†... åeky-'ye'? supa, i pora r†?;Citaá∆o: Ar., Cat., 107v;;
1;2;Os que tàm a bem-aventuranáa s∆o os que tàm pena das pessoas.;Tekokatu-etÇ rerekoara i porañsubaryba'e...;Citaá∆o: Ar., Cat., 19;;
1;2;Ela Ç muito bojuda (fal. de pipa, de †rvore, etc.).;I ku'agñasu.;Citaá∆o: VLB, I, 150;;
1;2;Vinde todos para festejar a Jesus.;Peå¢ pab?nh?, ◊esu momoranga...;Citaá∆o: Anch., Poemas, 108;;
1;2;Como estas s∆o vossas casas? -Diferem muito.;-Anga å†pe pe roka? -OåkoÇ-katu.;Citaá∆o: LÇry, Histoire, 363;;
1;2;Nosso criador fazes estar contigo em teus braáos.;◊andÇ monhangara nh? ereno? nde åyb†pe.;Citaá∆o: Anch., Poemas, 102;;
1;2;Saiu-me de travÇs (p.ex., a flecha que me atingiu).;Xe raåÇ i xemi.;Citaá∆o: VLB, I, 102;;
1;2;e portanto;a'e emon∆namo;Citaá∆o: VLB, I, 121;;
1;2;Saltei-o.;Aåapyrasab.;Citaá∆o: VLB, II, 112;;
1;2;o que apanha o que ele matou;...semiåukapñera rasara;Citaá∆o: Ar., Cat., 73;;
1;2;Que saia o diabo dela, apartando-se com seu mau proceder.;T'os? Anhanga i xu°, gñek¢-poxy rerosyåa.;Citaá∆o: Anch., Poemas, 146;;
1;2;As brasas n∆o falham.;Tatapynha n'oåabyå...;Citaá∆o: Anch., Teatro, 88;;
1;2;As crianáas habitantes da aldeia de BelÇm e tambÇm as habitantes das suas vizinhanáas mandou assassinar, nelas querendo incluir Nosso Senhor.;Taba BelÇm pora pitanga i amundaba pora abÇ apitiukari, sesebÇ ◊andÇ ◊ara moåese'a-pot†.;Citaá∆o: Ar., Cat., 139;;
1;2;Que deram Ö sua m∆o direita?;Mba'epe oåme'eng i 'ekatu†pe?;Citaá∆o: Ar., Cat., 60v;;
1;2;Fez vir outrora alguma coisa boa do cÇu para seus disc°pulos?;Oåmbourype erimba'e mba'e-katu am‰ ybaka su° o boåaet† supÇ?;Citaá∆o: Ar., Cat., 45;;
1;2;Se tu n∆o endureceres teu coraá∆o...;...Nde nhy'∆ nde i moat∆nh?e'?me...;Citaá∆o: Ar., Cat., 157;;
1;2;Vem para nos arrebatar.;Eåori orÇ rekyåa...;Citaá∆o: Anch., Teatro, 122;;
1;2;N∆o vos perceberam. Abaixai-vos.;Na pe andubi... Peåa?byk.;Citaá∆o: Anch., Teatro, 66;;
1;2;Por acaso estava com a cintura fendida o maldito, balanáando?;I ku'a-bok ser∆ moxy oatimunga?;Citaá∆o: Ar., Cat., 57v;;
1;2;Devolveu seu pagamento aos pr°ncipes.;Oåme'eng-åeby sepypñera morubixabet†... supÇ...;Citaá∆o: Ar., Cat., 57v;;
1;2;Passo raramente.;MoåepenhombÇ akñab.;Citaá∆o: VLB, II, 96;;
1;2;Por isso mesmo em tua grande foráa ap¢io-me.;Nd'a'Ç te'e nde rat∆ngatu resÇ gñiåekoka...;Citaá∆o: Anch., Teatro, 12;;
1;2;Eu sou (ou estou) doido.;Xe 'angainga°b.;"Citaá∆o: VLB, I, 115; II, 31";;
1;2;Deve ter ido.;Os¢ ip¢ re'?.;Citaá∆o: VLB, I, 102;;
1;2;o que deseja a justiáa;...tekokatu 'useåtara...;Citaá∆o: Ar., Cat., 19;;
1;2;Ser† muito terr°vel futuramente para os que s∆o maus?;I abaetÇ-katupe ir∆ i angaåpaba'e supÇ?...;Citaá∆o: Ar., Cat., 46v;;
1;2;Mas procedendo de que modo se est† como amigo do diabo?;Mar∆ oåk¢bo-tepe asÇ Anhanga rembiañsubamo sek¢ñ?;Citaá∆o: Ar., Cat., 26v;;
1;2;mirra, poá∆o de polpa;...mirra, mosanga to'o su°...;Citaá∆o: Ar., Cat., 3;;
1;2;homem falso;ab†-memñ∆;Citaá∆o: VLB, II, 99;;
1;2;Apenas n∆o me faz morrer.;Sa'? na xe moman‰å!;Citaá∆o: Anch., Teatro, 174, 2006;;
1;2;S∆o numerosos os que te procuram.;Se'yå nde rekasara...;Citaá∆o: Valente, Cantigas, IV, in Ar., Cat., 1618;;
1;2;Violentaste uma solteira antes de lhe fazer mal?;Ereåuka°pe mendare'yma i momoxy åanondÇ...?;Citaá∆o: Ar., Cat., 103v;;
1;2;ê terr°vel para mim và-los.;I abaetÇ sepåaka ixÇbo...;Citaá∆o: Anch., Teatro, 26;;
1;2;Ah, vencer-me-∆o hoje!;Xe reåtyk korine m∆!;Citaá∆o: Anch., Teatro, 26;;
1;2;Ao se aproximar o doente da agonia, que mandem chamar o padre.;Mba'easybora o mara'ara kakareme, t'osen‰åukar abarÇ...;Citaá∆o: Ar., Cat., 137v;;
1;2;diabo mau;anhanga°ba...;Citaá∆o: Anch., Poemas, 90;;
1;2;Eia, pois, sapo maneta!;EnÇ, r‰, kururu-asyka!;Citaá∆o: Anch., Teatro, 42;;
1;2;T∆o logo ao ouvir o nome dela, em outra parte eu me escondo.;Serenduba rupibÇ amongoty xe nhemimi...;Citaá∆o: Anch., Teatro, 126;;
1;2;Morrendo n¢s.;◊aman‰mo;Citaá∆o: Anch., Arte, 29;;
1;2;arroto fÇtido;e£-rema;Citaá∆o: VLB, I, 44;;
1;2;Eia, levemos adiante deles esta muáurana.;Ene'?, t'åaras¢ senondÇ k¢ musurana.;Citaá∆o: Anch., Teatro, 138;;
1;2;Escorei-o.;Aåokok.;Citaá∆o: VLB, I, 123;;
1;2;Os que moram em Maratau† acreditam em minhas palavras.;Maratañ∆me tekoara ogñerobå† xe nhe'enga...;Citaá∆o: Anch., Teatro, 12;;
1;2;...o que Ç o £nico filho dele;...ta'yra oåepeba'e;Citaá∆o: Ar., Cat., 14v;;
1;2;Livra-nos tu.;OrÇ pysyr‰ åepÇ...;Citaá∆o: Anch. Doutr. Crist∆, I, 139;;
1;2;Coloquei-o de boca para baixo.;Oobapybo aåmo°n.;Citaá∆o: VLB, I, 111;;
1;2;conhecendo a Deus;Tupana kuapa...;Citaá∆o: Anch., Poemas, 106;;
1;2;Meteu-te pelo pescoáo.;Nde mondeb o aåurybo.;Citaá∆o: Anch., Arte, 43;;
1;2;Caiu no ch∆o.;O'ar ybype.;Citaá∆o: VLB, I, 72;;
1;2;Embora eles fossem obra d'Ele, alguns anjos tornaram-se maus.;AñåetÇ a'e semimonhangñera, karaibebÇ am‰ am‰ oåemoangaåpab...;Citaá∆o: Anch., Doutr. Crist∆, I, 193;;
1;2;Todos os que confessou com os que escondeu voltar† a confessar.;...O emimombe'upñera o emikuakugñera ir?mo bÇ i mombe'uåebyrine.;Citaá∆o: Ar., Cat., 90;;
1;2;mas, de verdade;anh? ru∆p'anh?;Citaá∆o: VLB, II, 33;;
1;2;Ele mesmo certamente me guarda.;A'e aÇ ip¢ xe rerek¢...;Citaá∆o: Ar., Cat., 25v;;
1;2;Eu estou adoentado.;Xe mba'easya°b.;Citaá∆o: VLB, II, 28;;
1;2;mulher corajosa;kunh∆-pyat∆;Citaá∆o: Anch., Poemas, 126;;
1;2;Estrebuchei.;Ababak.;Citaá∆o: VLB, I, 130;;
1;2;Tomaste remÇdio, n∆o querendo ficar gr†vida?;Ereposangu'upe nde puru'apotare'ymamo?;Citaá∆o: Ar., Cat., 102;;
1;2;comendo-o ansiosamente sempre;...korikoria'u i gñabo åepi...;Citaá∆o: Anch., Dial. da FÇ, 228;;
1;2;Eis que esses meus valent‰es sabem assassinar.;K¢ a'e xe kyre'ymbaba oåku† morapiti...;Citaá∆o: Anch., Teatro, 142;;
1;2;Suportando a grande noite, estamos muito aflitos.;Putunusu porar†bo, oroåkoteb?ngatu.;Citaá∆o: Anch., Poemas, 142;;
1;2;Dar tambÇm o d°zimo naquilo que plantou primeiro.;O emitymbñerypy pupÇ Tup∆ pot†-me'engano.;Citaá∆o: Ar., Cat., 17;;
1;2;Acreditaste nas mentiras de alguÇm?;Ererobå†pe ab† remo'ema?;Citaá∆o: Ar., Cat., 108v;;
1;2;Enfileiramo-nos.;Oroåoysyrung.;Citaá∆o: VLB, I, 139;;
1;2;Ofendeste tua av¢?;Ereåanga'ope... nde aryåa?;Citaá∆o: Ar., Cat., 100v;;
1;2;Eu sumi de vista.;Xe apykanhem.;Citaá∆o: VLB, I, 96;;
1;2;Jejuar cada vez que a Santa Madre Igreja mandar jejuar.;Santa Madre Igreja... åekuaku-pñaåa åabi'‰ åekuakuba.;Citaá∆o: Ar., Cat., 17;;
1;2;Foi pregado na cruz, foi morto, foi sepultado.;Ybyraåoasaba resÇ i moåarypyrñeramo sek¢ñ, i åukapyrñeramo, i tymbyrñeramo.;Citaá∆o: Ar., Cat., 15;;
1;2;Vituperaste teu pai, tua m∆e, teu avì, tua av¢?;Ereåanga'ope nde ruba, nde sy, nde ram?åa, nde aryåa?;Citaá∆o: Ar., Cat., 100v;;
1;2;Aqueles ser∆o os futuros habitantes do fundo de nosso fogo.;Aåp¢ åandÇ rat† gñyra porama...;Citaá∆o: Anch., Teatro, 158;;
1;2;o que Ç azul, o que Ç verde, o que Ç roxo;sobyba'e;Citaá∆o: VLB, II, 108;;
1;2;Cortei-lhe a cabeáa.;Aåak∆-mondok.;Citaá∆o: VLB, I, 92;;
1;2;Estorva-me o Senhor Deus!;...Xe moarñ† Pa'i Tup∆!;Citaá∆o: Anch., Teatro, 154;;
1;2;Obedece bem a mulher a seu marido ao encarreg†-la de boas coisas?;Osapå†-katupe kunh∆ o mena tek¢-katu resÇ o pñaåme?;Citaá∆o: Ar., Cat., 95v;;
1;2;Um ou outro, porventura, foi mau alguma vez.;OåepÇ-?ombÇ, nip¢, i angaåpab am‰me Ç.;Citaá∆o: Anch., Teatro, 36;;
1;2;de algum lugar, dalgures, de alguma parte;mam‰ su°;Citaá∆o: VLB, I, 89;;
1;2;Dizendo a um canto de p†ssaro ou a um urro de onáa que s∆o agouros.;...Gñyr† koåp¢ åagñara nhe'enga supÇ morangygñana o'åabo.;Citaá∆o: Ar., Cat., 66v;;
1;2;Eia, pois, vamos estar sentados aqui.;Pene'?, r‰, t'åas¢ kÇ åagñapyka åakupa.;Citaá∆o: Anch., Teatro, 144;;
1;2;Eu sou um jaguaretà comedor de gente!;Xe åagñareteporu!;Citaá∆o: Anch., Teatro, 66;;
1;2;Que tenhamos, em sua terra, junto de ti, a vida eterna.;T'orogñerek¢, set∆me, nde pyri, tekopuku.;Citaá∆o: Anch., Teatro, 122;;
1;2;N∆o ficou ninguÇm no lugar da batalha.;N'opyt†å am‰ ab† maran†pe.;Citaá∆o: Anch., Teatro, 20;;
1;2;Esse Ç meu antigo enforcador.;Ak¢ xe åubykarñera...;Citaá∆o: Anch., Teatro, 62;;
1;2;tempo, lugar, modo, etc. de se lavar, de se batizar;moåasukaba;Citaá∆o: VLB, II, 76;;
1;2;Saiu vivendo ap¢s o enterrarem.;Osem oåkobÇbo, o tym-y roårÇ...;Citaá∆o: Anch., Poemas, 124;;
1;2;Ah, quem me dera o tivesse matado!;Aåuk† me'? m∆!;Citaá∆o: Anch., Arte, 18;;
1;2;A de protetora dos aflitos Ç tua fama sempre.;Moreañsuba rerekoara nde rerapñana åepi.;Citaá∆o: Valente, Cantigas, IV, in Ar., Cat., 1618;;
1;2;Assim como esta †gua lava o corpo da gente, aquela tambÇm.;Ak¢ 'y asÇ retÇ moåasuka åabÇ, akñeåa åabÇ...;Citaá∆o: Anch., Doutr. Crist∆, 201;;
1;2;Se o que tem relaá‰es sexuais com uma solteira ou por ela se atrai transgride muito a palavra de Deus, tanto mais o que perverte uma casada ou o que se atrai por ela.;Mene'yma resÇ oåkoba'e abi∆ koåp¢ sesÇ onhemomotaryba'e oåabyetÇ Tup∆ nhe'enga, memetip¢ mendara momoxysara koåp¢ sesÇ nhemomotasara.;Citaá∆o: Ar., Cat., 109;;
1;2;H† de ser coisa insignificante somente.;A'uba nhote i por re'a.;Citaá∆o: Ar., Cat., 163v;;
1;2;No meio dos anjos fà-la subir.;KaraibebÇ pyterype supiri...;Citaá∆o: Ar., Cat., 132;;
1;2;as marcas delas;i kuapaba;Citaá∆o: VLB, II, 32;;
1;2;Qual Ç tambÇm o alimento de nossa alma?;Mba'e abÇpe asÇ 'anga remi'u?;Citaá∆o: Ar., Cat., 28;;
1;2;Semelhante a uma roupa de quereju† que brilha mais que o sol...;A¢-kereåñ† kñarasy sosÇ oberaba'e nungara...;Citaá∆o: Ar., Cat., 37v;;
1;2;Conhecendo a Deus, agora amo meu senhor Jesus.;Tupana kuapa, ko'y asañsu xe åara ◊esu.;Citaá∆o: Anch., Poemas, 106;;
1;2;Anunciando nossa futura felicidade.;AsÇ rekokaturama mombegñabo.;Citaá∆o: Ar., Cat., 93v;;
1;2;Querendo confessar-se segundo o que determina a ele a Santa Madre Igreja.;Oåemombe'u-pot† Santa Madre Igreja i mombe'u rupi.;Citaá∆o: Anch., Doutr. Crist∆, I, 210;;
1;2;Elas, na verdade, s∆o m†s, ficando a fazer pajelanáa.;A'e, rak¢, i angaåp†, oåemopaåÇ-paåÇbo...;Citaá∆o: Anch., Teatro, 14;;
1;2;Dirigiu de novo Pilatos sua fala aos judeus?;Oåmo°n-y bÇpe Pilatos o nhe'enga åudeus supÇ...?;Citaá∆o: Ar., Cat., 59v;;
1;2;Grandemente a afliá∆o oprime minh'alma.;Naetenh? ∆ tekoteb? xe 'anga apypyki.;Citaá∆o: Ar., Cat., 52v;;
1;2;Ele virou cinza completamente.;SugñÇ-katu.;Citaá∆o: VLB, II, 79;;
1;2;Mandando fazà-los embarcar numa arca de madeira, semelhante a um navio.;Ybyr† karamemñ∆, ygarusu nungara... pupÇ i mo'aruk†.;Citaá∆o: Ar., Cat., 41v;;
1;2;Por isso mesmo Ç que constituiu os padres como seus apaziguadores.;Nd'e'i te'e abarÇ moing¢bo... o monhyr‰saramo...;Citaá∆o: Anch., Doutr. Crist∆, I, 195;;
1;2;Pelos montes voando, fui para fazer pecar os tupis.;...Ybytyrybo gñibebÇbo, as¢ tupi moangaåpapa...;Citaá∆o: Anch., Teatro, 140;;
1;2;Afligiu-se por se ter frustrado sua ida.;...O sorambñera resÇ ...sekoteb?ñ.;Citaá∆o: Ar., Cat., 84;;
1;2;Vejo meu reflexo (p.ex., no espelho).;Anhe'angepåak.;Citaá∆o: VLB, II, 144;;
1;2;Furtaste na roáa de teu pr¢ximo?;Eremondar‰pe nde rapixaba k¢pe?;Citaá∆o: Anch., Doutr. Crist∆, II, 98;;
1;2;ê formosa, certamente, a lua.;◊ ays¢, nip¢, åasy...;Citaá∆o: Anch., Poemas, 142;;
1;2;Tenho meu modo de ser diferente.;Xe rek¢-aÇ arek¢.;Citaá∆o: VLB, I, 103;;
1;2;Com o bafo de sua boca sopra-nos o rosto.;O åuru timbora pupÇ asÇ rob† peåuñ.;Citaá∆o: Ar., Cat., 81;;
1;2;Eia, faze-me andar nas minhas virtudes.;Xe katñagñama ri ene'? xe mbogñat†bo.;Citaá∆o: Valente, Cantigas, III, in Ar., Cat., 1686;;
1;2;malha de algod∆o grossa para a defesa na guerra;amynyåu-a¢-poanama;Citaá∆o: VLB, I, 41;;
1;2;Em troca de sua criaá∆o, dei-lhe outra.;Seåmbaba rekobå†ramo am‰ aåme'eng i xupÇ.;Citaá∆o: VLB, II, 103;;
1;2;Antigamente, morrendo eu, o diabo, de repente, minha alma mataria com o pecado.;Akñeåme, gñiman‰mo, anhanga, esapy'a, xe 'anga oåuk† angaåpaba ir?momo.;Citaá∆o: Anch., Poemas, 106;;
1;2;...chegando com sua ferocidade.;...o nhar‰ rerobasema.;Citaá∆o: Anch., Teatro, 138;;
1;2;Ela est† crua.;I pyr.;Citaá∆o: VLB, I, 86, adapt.;;
1;2;Eu me fico levantando nas pontas dos pÇs.;Xe pyta'∆-ta'am.;Citaá∆o: VLB, II, 21;;
1;2;Eu sou um m°sero °ndio, de fato.;Xe ab†-aåb? anh?.;Citaá∆o: Anch., Poemas, 154;;
1;2;Como sois v¢s, por acaso?;-Mar∆-piang pe??;Citaá∆o: LÇry, Histoire, 362;;
1;2;concavidade da nuca, depress∆o na parte inferior da nuca;atu†-pyko'?;Citaá∆o: VLB, I, 84;;
1;2;N∆o me detestam as prostitutas.;Na xe rero?r‰å ...sygñaraåybora...;Citaá∆o: Anch., Teatro, 150;;
1;2;Poucos nesta aldeia moram, estando a salvar-se.;Mok‰nh‰... k¢ taba pupÇ sek¢ñ, oåepysyr‰mo okupa.;Citaá∆o: Anch., Teatro, 16;;
1;2;Tratando-se uns aos outros como que numa fraternidade.;...Oåoasykñera ri åasñaramo oåoerek¢bo.;Citaá∆o: Ar., Cat., 127v;;
1;2;Que tipo de caáa queres comer?;Mar∆ba'e so'o ereå'useå?;Citaá∆o: LÇry, Histoire, 347;;
1;2;O que se iguala Ös mulheres.;Kunh∆ resÇ oåemoåoåaba'e...;Citaá∆o: Anch., Di†l. da FÇ, 211;;
1;2;Aonde ele foi ap¢s acabar de comer?;Mam‰pe i x¢ñ o mba'e-'u-pab'irÇ?;Citaá∆o: Ar., Cat., 52v;;
1;2;N∆o prantear um ao outro (como forma de saudaá∆o) Ç modo de atentar contra si mesmo.;...◊oapir‰e'yma rek¢ñ åemomburñabamo nh?.;Citaá∆o: Ar., Cat., 85v;;
1;2;Embora eu j† tivesse ido...;◊epÇmo xe s¢ umani...;Citaá∆o: Anch., Arte, 24;;
1;2;Entro na igreja s¢ de vez em quando.;AåkÇ-pa'?pa'? nhote Tup∆okype.;Citaá∆o: VLB, II, 13;;
1;2;Basta! Falo eu, Sarauaia!;AñåÇ! Anhe'eng, Sarañaå!;Citaá∆o: Anch., Teatro, 30;;
1;2;Dei-o Ö luz.;Aåmo'ar.;Citaá∆o: VLB, II, 66;;
1;2;Eu estou de rosto amarelo, eu estou p†lido.;Xe rob†-åub.;Citaá∆o: VLB, I, 34;;
1;2;o que tem corpo, o que Ç corp¢reo;seteba'e;Citaá∆o: VLB, I, 82;;
1;2;a lei primeira;tek¢-ypy;Citaá∆o: Anch., Poemas, 114;;
1;2;Confessa-se alguÇm antes de ir Ö guerra?;Onhemombe'upe ab† gñarin?-namo o s¢ åanondÇ?;Citaá∆o: Anch., Doutr. Crist∆, I, 212;;
1;2;De mim comendo-as todas.;...Xe su° i gñabo p†.;Citaá∆o: Anch., Poemas, 150;;
1;2;Fi-lo ter vontade de comer.;AåmoåuruÇ.;Citaá∆o: VLB, I, 98;;
1;2;N∆o existem mais absolutamente suas antigas terras.;... N'i tyb-ang†å set∆mbñera.;Citaá∆o: Anch., Teatro, 52;;
1;2;Que seja minha m∆e, de fato.;Xe syramongatu t'oåk¢ ....;Citaá∆o: Anch., Poemas, 86;;
1;2;Arrepende-te de tuas maldades, ap¢s teres comido alguma carne (humana).;...Eåmoasy nde angaåpagñera, to'o am‰ 'u rÇ...;Citaá∆o: Ar., Cat., 118v;;
1;2;Que n∆o se desvie de Deus, seu criador.;T'oåaby um? Tup∆ o monhangara.;Citaá∆o: Ar., Cat., 187;;
1;2;Ent∆o os anjos vir∆o, chamando os mortos, tocando trombetas.;A'ereme karaibebÇ ruri, te'‰mbñera ren‰åa, mimbygñasu p?abo.;Citaá∆o: Ar., Cat., 160v;;
1;2;Faáo-o doente.;Aåmomara'ar.;Citaá∆o: Anch., Arte, 48;;
1;2;Que n∆o fique de cara feia para ele, tratando-o bem.;Ta sobasy um? i xupÇ, serekokatñabo...;Citaá∆o: Anch., Doutr. Crist∆, I, 228;;
1;2;altibaixos;gña'a-gña'a;Citaá∆o: VLB, I, 33;;
1;2;var. de argola de penas;añ∆-myranga;Citaá∆o: VLB, II, 31;;
1;2;o que tem beiáo grande;sembegñasuba'e;Citaá∆o: VLB, I, 54;;
1;2;Fazendo sua esposa trabalhar.;...O emirek¢ moporabyk?abo.;Citaá∆o: Ar., Cat., 68;;
1;2;Pela estrela que os guia, como a que mostra o caminho.;◊asytat† serekoarama resÇ... pÇ kuabe'?saramo...;Citaá∆o: Ar., Cat., 121;;
1;2;manchas brancas do cabelo;a-titinga;Citaá∆o: VLB, II, 29;;
1;2;Ö tona d'†gua, na superf°cie da †gua;y-ape'ara rupi;Citaá∆o: VLB, I, 50;;
1;2;Vi-o em meus sonhos.;Xe posañsupe asepåak.;Citaá∆o: VLB, II, 121;;
1;2;O homem que come objeto de furto ou que o leva para sua casa.;Ab† mondar‰agñera o'uba'e koåp¢ og okype ogñerasoba'e.;Citaá∆o: Ar., Cat., 72v;;
1;2;o leme da embarcaá∆o;ygara ropytaerobakaba;Citaá∆o: VLB, II, 20;;
1;2;N∆o pode uma pessoa casar-se ocultamente?;Nd'e'ikatuåpe ab† omend†-nhemima?;Citaá∆o: Ar., Cat., 94;;
1;2;Ainda bem que n∆o fui, pois.;AñåetÇ pak¢ xe soe'ymi Ç.;Citaá∆o: VLB, I, 35;;
1;2;Que deve ser ungido de n¢s (isto Ç, de nosso corpo)?;Mba'e-mba'epe asÇ su° i pitubypyra?;Citaá∆o: Ar., Cat., 92;;
1;2;J† se juntaram por causa disso muitos moáos bebedores de cauim.;Onhe?nhang um∆ sesÇ kunum?et† kagñara...;Citaá∆o: Anch., Teatro, 24;;
1;2;Faáo minha futura casa.;Aåmonhang oka. - Fiz uma casa. Xe rokñama aåmonhang.;Citaá∆o: VLB, I, 108;;
1;2;Guarda-te, ap¢s conhecer essa lei, de ter m† vida.;Eteum?, aåp¢ tek¢ kuab'irÇ, tek¢-poxy rerek¢bo.;Citaá∆o: Anch., Poemas, 158;;
1;2;Levou sua filha Maria quando se completaram tràs anos.;...O membyra Maria reras¢ñ... mosapyr ro'y sykeme.;Citaá∆o: Ar., Cat., 8v;;
1;2;Logo no terceiro dia voltou a viver.;...'Ara mosapyra rirÇ bÇ sekobeåebyri.;Citaá∆o: Ar., Cat., 58, 1686;;
1;2;o fraco que convido para comer;xe remipoåmembeka;Citaá∆o: Anch., Arte, 52v;;
1;2;Deus deixou de am†-los, n'Ele confiando fracamente.;Tup∆ osañsupe'a, sesÇ oåerobå†-bebuåa.;Citaá∆o: Anch., Teatro, 28;;
1;2;instrumento de enxotar moscas, abano de moscas;mberu mondoaba;Citaá∆o: VLB, I, 48;;
1;2;Celebrando a missa para a gente.;Missa ra'anga asÇbe...;Citaá∆o: Ar., Cat., 93v;;
1;2;Quando tu vieste, j† o tinha matado.;Nde rureme aåuk† umñan.;Citaá∆o: Anch., Arte, 21v;;
1;2;Perguntou Herodes sobre qualquer coisa para ele?;Oporandupe Herodes mba'e tetiru∆ resÇ i xupÇ?;Citaá∆o: Ar., Cat., 59;;
1;2;morrendo eu;gñiman‰mo;Citaá∆o: Anch., Arte, 28v;;
1;2;Tomaste poá∆o querendo o aborto de teu filho?;Eremosangu'upe nde membyra akyrara pot†?;Citaá∆o: Anch., Doutr. Crist∆, II, 88;;
1;2;Que reparta teu filho um pouquinho de virtude conosco.;...T'oåmoåa'ok nde membyra tekokatu'? am‰ orÇbe.;Citaá∆o: Ar., Cat., 32v;;
1;2;Seu fiho j† nasceu.;I membyra o'ar um∆...;Citaá∆o: Anch., Poemas, 184;;
1;2;Vereis tambÇm futuramente minha vinda sobre as nuvens.;...Pesepåak ir∆... ybytinga 'arybo xe rura bÇne...;Citaá∆o: Ar., Cat., 56v;;
1;2;O que tem a bem-aventuranáa Ç o que Ç manso.;Tekokatu-etÇ rerekoara onherane'ymba'e...;Citaá∆o: Ar., Cat., 18v;;
1;2;Que dizes de costume, ensinando as pessoas?;Mar∆ erÇp'am? eporombo'ebo?;Citaá∆o: Ar., Cat., 55v;;
1;2;Basta! Eu estou muito contente.;AñåÇ! Xe rorybetÇ.;Citaá∆o: Anch., Teatro, 128;;
1;2;Dourei-o com ouro.;Aåmoåub itaåuba pupÇ.;Citaá∆o: VLB, I, 106;;
